epoch,attributes_binary_accuracy,attributes_loss,attributes_precision,attributes_recall,category_loss,category_sparse_categorical_accuracy,loss,val_attributes_binary_accuracy,val_attributes_loss,val_attributes_precision,val_attributes_recall,val_category_loss,val_category_sparse_categorical_accuracy,val_loss
25,0.994491696357727,0.017621632665395737,0.7113403677940369,0.32554274797439575,1.4306983947753906,0.6133461594581604,0.046242162585258484,0.9939058423042297,0.01940118335187435,0.7066666483879089,0.2575494647026062,1.3574005365371704,0.6305732727050781,0.046536874026060104
26,0.994498074054718,0.01760498806834221,0.7122181057929993,0.326189249753952,1.4225515127182007,0.6148685812950134,0.046046432107686996,0.9939131736755371,0.019553713500499725,0.7053571343421936,0.26049983501434326,1.3585110902786255,0.6237791776657104,0.0467073917388916
27,0.9944785237312317,0.01766221597790718,0.7114290595054626,0.3222939670085907,1.4289016723632812,0.6138409376144409,0.046237535774707794,0.9938795566558838,0.019469039514660835,0.699106752872467,0.25807011127471924,1.3636729717254639,0.6271762251853943,0.046736180782318115
28,0.9944890141487122,0.017602205276489258,0.7111279964447021,0.32501494884490967,1.4254145622253418,0.6154965758323669,0.0461122989654541,0.9938335418701172,0.019648203626275063,0.6782570481300354,0.26744186878204346,1.352036714553833,0.6318471431732178,0.046678781509399414
29,0.9944736361503601,0.017626937478780746,0.7099863886833191,0.32269495725631714,1.4285401105880737,0.6138599514961243,0.04619814455509186,0.9939268827438354,0.01933022402226925,0.7096163034439087,0.2599791884422302,1.3425843715667725,0.6369426846504211,0.04617011547088623
30,0.9944965839385986,0.017560094594955444,0.7121221423149109,0.3257227838039398,1.4202826023101807,0.6145450472831726,0.04597033932805061,0.9939529895782471,0.019440703094005585,0.7097222208976746,0.2660534679889679,1.3405402898788452,0.6356688141822815,0.04624610394239426
31,0.9944941997528076,0.017573293298482895,0.7105532288551331,0.3267088830471039,1.4169267416000366,0.6162197589874268,0.04590092599391937,0.9939332008361816,0.01948201283812523,0.7079439163208008,0.2629295289516449,1.3508244752883911,0.6322717666625977,0.04649243876338005
32,0.9944875836372375,0.01756281591951847,0.7107141017913818,0.3252154290676117,1.4204474687576294,0.615772545337677,0.045971691608428955,0.9938708543777466,0.01948276162147522,0.6907356977462769,0.26397085189819336,1.3513119220733643,0.6271762251853943,0.046514615416526794
33,0.9944913387298584,0.017587212845683098,0.7116857171058655,0.32512131333351135,1.42034113407135,0.6158581972122192,0.04599037393927574,0.993844747543335,0.019550791010260582,0.6819191575050354,0.266400545835495,1.3524483442306519,0.6284500956535339,0.0465969517827034
34,0.9945065379142761,0.017552195116877556,0.7130740284919739,0.3271385133266449,1.4179266691207886,0.6158581972122192,0.04590653255581856,0.9938895106315613,0.019506603479385376,0.695116400718689,0.26431795954704285,1.3610423803329468,0.6250531077384949,0.04671669751405716
35,0.994504988193512,0.01756425015628338,0.7130317091941833,0.32704031467437744,1.4261693954467773,0.6156868934631348,0.046083997935056686,0.9938883185386658,0.01944502256810665,0.6971375942230225,0.2620617747306824,1.33706533908844,0.6356688141822815,0.04616336524486542
36,0.9945032596588135,0.01756870001554489,0.7111884951591492,0.328304648399353,1.4140409231185913,0.6167336106300354,0.04585304856300354,0.9939481019973755,0.019527694210410118,0.7159961462020874,0.2594585120677948,1.357650876045227,0.6284500956535339,0.04666847735643387
37,0.9944965243339539,0.017566340044140816,0.7111980319023132,0.32743310928344727,1.4202862977981567,0.6158676743507385,0.045974355190992355,0.9938697218894958,0.019398188218474388,0.6897331476211548,0.26466503739356995,1.3509175777435303,0.6288747191429138,0.046398043632507324
38,0.9944995045661926,0.017597930505871773,0.7125362753868103,0.3264020085334778,1.4172221422195435,0.6163910627365112,0.045944247394800186,0.9939044713973999,0.019458504393696785,0.7128129601478577,0.25199583172798157,1.350221037864685,0.6276008486747742,0.04644998908042908
39,0.994510293006897,0.017506927251815796,0.7136857509613037,0.32750678062438965,1.4097763299942017,0.6171712875366211,0.045708127319812775,0.9939144253730774,0.01944088004529476,0.6918018460273743,0.2738632559776306,1.3490155935287476,0.6356688141822815,0.04641290009021759
40,0.9945012927055359,0.01754036173224449,0.7120122313499451,0.3269543945789337,1.4169291257858276,0.616038978099823,0.04588370397686958,0.993900716304779,0.019585050642490387,0.6988950371742249,0.2634502053260803,1.3518928289413452,0.6284500956535339,0.04660625010728836
41,0.9945074915885925,0.017522919923067093,0.7119336724281311,0.32873019576072693,1.4150444269180298,0.6169619560241699,0.045828890055418015,0.9938721060752869,0.01959814317524433,0.6915717720985413,0.2634502053260803,1.3490190505981445,0.6288747191429138,0.04656572639942169
42,0.9945099949836731,0.01750924251973629,0.7132557034492493,0.3282637298107147,1.4106758832931519,0.6183131337165833,0.04572086036205292,0.9938671588897705,0.019522080197930336,0.6965711712837219,0.25737592577934265,1.3418468236923218,0.6250531077384949,0.04635569453239441
43,0.9944992661476135,0.017559871077537537,0.7122433185577393,0.3265534043312073,1.4122118949890137,0.6199878454208374,0.045809827744960785,0.9938657879829407,0.01969100907444954,0.6951447129249573,0.2584172189235687,1.3559446334838867,0.6326963901519775,0.046806011348962784
44,0.9945011734962463,0.01751992478966713,0.7121626138687134,0.32724490761756897,1.412878155708313,0.617961049079895,0.04578487202525139,0.9938211441040039,0.019745761528611183,0.6730104088783264,0.27004513144493103,1.363761067390442,0.6212314367294312,0.04701453074812889
45,0.9945111870765686,0.017532294616103172,0.71381014585495,0.3281450867652893,1.4129133224487305,0.6193026900291443,0.045788463205099106,0.993874728679657,0.019466090947389603,0.6902934312820435,0.2653592526912689,1.3346604108810425,0.6305732727050781,0.04614735394716263
46,0.994513988494873,0.017508437857031822,0.713037371635437,0.32920482754707336,1.4129669666290283,0.6182560324668884,0.04577464982867241,0.993897020816803,0.01946972869336605,0.6961275339126587,0.26518571376800537,1.3589016199111938,0.6225053071975708,0.04663975164294243
47,0.9945064783096313,0.017515582963824272,0.712597668170929,0.3279404938220978,1.4091753959655762,0.6185700297355652,0.045702576637268066,0.9938609004020691,0.01970408484339714,0.6867145299911499,0.26553279161453247,1.369436264038086,0.630997896194458,0.0470755435526371
48,0.9945038557052612,0.017557501792907715,0.7125427722930908,0.3273758292198181,1.4130667448043823,0.6190553307533264,0.04582035914063454,0.9938385486602783,0.019745519384741783,0.6740804314613342,0.27351614832878113,1.3624464273452759,0.6288747191429138,0.046974726021289825
49,0.9945045709609985,0.017536278814077377,0.7129737138748169,0.327171266078949,1.4097245931625366,0.6176756024360657,0.04573469236493111,0.9939057230949402,0.01944074034690857,0.7052980065345764,0.2587643265724182,1.3528664112091064,0.6267516016960144,0.04647842049598694
